Kontener{masa=788, producent='COSCO', towar='Telefon'} Poziom: 0 Kolumna: 0 Pozycja: 0
Kontener{masa=3820, producent='Matson', towar='Banany'} Poziom: 4 Kolumna: 56 Pozycja: 17
Kontener{masa=3819, producent='CMA CMG', towar='Banany'} Poziom: 4 Kolumna: 56 Pozycja: 18
Kontener{masa=3818, producent='Swire', towar='Banany'} Poziom: 4 Kolumna: 56 Pozycja: 19
Kontener{masa=673, producent='Matson', towar='Rozpuszczalnik'} Poziom: 4 Kolumna: 56 Pozycja: 20
Kontener{masa=1775, producent='Evergreen', towar='Farba'} Poziom: 4 Kolumna: 56 Pozycja: 21
Kontener{masa=962, producent='Swire', towar='Telewizor'} Poziom: 4 Kolumna: 56 Pozycja: 22
Kontener{masa=1859, producent='Swire', towar='Banany'} Poziom: 4 Kolumna: 56 Pozycja: 23
Kontener{masa=965, producent='Swire', towar='Sok pomarańczowy'} Poziom: 4 Kolumna: 56 Pozycja: 24
Kontener{masa=623, producent='COSCO', towar='Procesor'} Poziom: 4 Kolumna: 56 Pozycja: 25
Kontener{masa=1685, producent='Evergreen', towar='Banany'} Poziom: 4 Kolumna: 56 Pozycja: 26
Kontener{masa=307, producent='Matson', towar='Sok pomarańczowy'} Poziom: 4 Kolumna: 56 Pozycja: 27
Kontener{masa=77, producent='CMA CMG', towar='Telefon'} Poziom: 4 Kolumna: 56 Pozycja: 28
Kontener{masa=929, producent='COSCO', towar='Sok pomarańczowy'} Poziom: 4 Kolumna: 56 Pozycja: 29
Kontener{masa=699, producent='Matson', towar='Komputer'} Poziom: 4 Kolumna: 57 Pozycja: 0
Kontener{masa=895, producent='Swire', towar='Telewizor'} Poziom: 4 Kolumna: 57 Pozycja: 1
Kontener{masa=955, producent='Evergreen', towar='Sok jabłkowy'} Poziom: 4 Kolumna: 57 Pozycja: 2
Kontener{masa=606, producent='Swire', towar='Sok porzeczkowy'} Poziom: 4 Kolumna: 57 Pozycja: 3
Kontener{masa=803, producent='Swire', towar='Rozpuszczalnik'} Poziom: 4 Kolumna: 57 Pozycja: 4
Kontener{masa=412, producent='Evergreen', towar='Sok porzeczkowy'} Poziom: 4 Kolumna: 57 Pozycja: 5
Kontener{masa=681, producent='Maersk', towar='Sok jabłkowy'} Poziom: 4 Kolumna: 57 Pozycja: 6
Kontener{masa=907, producent='Swire', towar='Telewizor'} Poziom: 4 Kolumna: 57 Pozycja: 7
Kontener{masa=154, producent='COSCO', towar='Sok porzeczkowy'} Poziom: 4 Kolumna: 57 Pozycja: 8
Kontener{masa=341, producent='COSCO', towar='Sok pomarańczowy'} Poziom: 4 Kolumna: 57 Pozycja: 9
Kontener{masa=3816, producent='CMA CMG', towar='Banany'} Poziom: 4 Kolumna: 57 Pozycja: 10
Kontener{masa=3816, producent='COSCO', towar='Rozpuszczalnik'} Poziom: 4 Kolumna: 57 Pozycja: 11
Kontener{masa=3816, producent='Evergreen', towar='Farba'} Poziom: 4 Kolumna: 57 Pozycja: 12
Kontener{masa=3813, producent='CMA CMG', towar='Ropa'} Poziom: 4 Kolumna: 57 Pozycja: 13
Kontener{masa=3811, producent='Maersk', towar='Banany'} Poziom: 4 Kolumna: 57 Pozycja: 14
Kontener{masa=3800, producent='Swire', towar='Rozpuszczalnik'} Poziom: 4 Kolumna: 57 Pozycja: 15
Kontener{masa=3799, producent='CMA CMG', towar='Banany'} Poziom: 4 Kolumna: 57 Pozycja: 16
Kontener{masa=3799, producent='Swire', towar='Kwas'} Poziom: 4 Kolumna: 57 Pozycja: 17
Kontener{masa=3798, producent='Swire', towar='Rozpuszczalnik'} Poziom: 4 Kolumna: 57 Pozycja: 18
Kontener{masa=3797, producent='COSCO', towar='Banany'} Poziom: 4 Kolumna: 57 Pozycja: 19
Kontener{masa=986, producent='Evergreen', towar='Sok porzeczkowy'} Poziom: 4 Kolumna: 57 Pozycja: 20
Kontener{masa=476, producent='Evergreen', towar='Procesor'} Poziom: 4 Kolumna: 57 Pozycja: 21
Kontener{masa=670, producent='Swire', towar='Sok pomarańczowy'} Poziom: 4 Kolumna: 57 Pozycja: 22
Kontener{masa=108, producent='Matson', towar='Sok pomarańczowy'} Poziom: 4 Kolumna: 57 Pozycja: 23
Kontener{masa=177, producent='Evergreen', towar='Telefon'} Poziom: 4 Kolumna: 57 Pozycja: 24
Kontener{masa=423, producent='Swire', towar='Telefon'} Poziom: 4 Kolumna: 57 Pozycja: 25
Kontener{masa=1439, producent='Matson', towar='Rozpuszczalnik'} Poziom: 4 Kolumna: 57 Pozycja: 26
Kontener{masa=439, producent='COSCO', towar='Sok porzeczkowy'} Poziom: 4 Kolumna: 57 Pozycja: 27
Kontener{masa=179, producent='Matson', towar='Procesor'} Poziom: 4 Kolumna: 57 Pozycja: 28
Kontener{masa=322, producent='Evergreen', towar='Sok jabłkowy'} Poziom: 4 Kolumna: 57 Pozycja: 29
Kontener{masa=469, producent='Matson', towar='Procesor'} Poziom: 4 Kolumna: 58 Pozycja: 0
Kontener{masa=227, producent='Matson', towar='Telewizor'} Poziom: 4 Kolumna: 58 Pozycja: 1
Kontener{masa=116, producent='Matson', towar='Procesor'} Poziom: 4 Kolumna: 58 Pozycja: 2
Kontener{masa=520, producent='Maersk', towar='Sok porzeczkowy'} Poziom: 4 Kolumna: 58 Pozycja: 3
Kontener{masa=99, producent='Swire', towar='Sok pomarańczowy'} Poziom: 4 Kolumna: 58 Pozycja: 4
Kontener{masa=897, producent='Evergreen', towar='Sok jabłkowy'} Poziom: 4 Kolumna: 58 Pozycja: 5
Kontener{masa=435, producent='Evergreen', towar='Procesor'} Poziom: 4 Kolumna: 58 Pozycja: 6
Kontener{masa=736, producent='Matson', towar='Procesor'} Poziom: 4 Kolumna: 58 Pozycja: 7
Kontener{masa=1387, producent='CMA CMG', towar='Banany'} Poziom: 4 Kolumna: 58 Pozycja: 8
Kontener{masa=551, producent='Swire', towar='Sok porzeczkowy'} Poziom: 4 Kolumna: 58 Pozycja: 9
Kontener{masa=3796, producent='Maersk', towar='Farba'} Poziom: 4 Kolumna: 58 Pozycja: 10
Kontener{masa=3795, producent='Maersk', towar='Kwas'} Poziom: 4 Kolumna: 58 Pozycja: 11
Kontener{masa=3794, producent='Swire', towar='Kwas'} Poziom: 4 Kolumna: 58 Pozycja: 12
Kontener{masa=3793, producent='Maersk', towar='Banany'} Poziom: 4 Kolumna: 58 Pozycja: 13
Kontener{masa=3793, producent='CMA CMG', towar='Banany'} Poziom: 4 Kolumna: 58 Pozycja: 14
Kontener{masa=3789, producent='Evergreen', towar='Banany'} Poziom: 4 Kolumna: 58 Pozycja: 15
Kontener{masa=3788, producent='CMA CMG', towar='Ropa'} Poziom: 4 Kolumna: 58 Pozycja: 16
Kontener{masa=3787, producent='CMA CMG', towar='Kwas'} Poziom: 4 Kolumna: 58 Pozycja: 17
Kontener{masa=3786, producent='Swire', towar='Kwas'} Poziom: 4 Kolumna: 58 Pozycja: 18
Kontener{masa=3785, producent='Evergreen', towar='Rozpuszczalnik'} Poziom: 4 Kolumna: 58 Pozycja: 19
Kontener{masa=774, producent='COSCO', towar='Kwas'} Poziom: 4 Kolumna: 58 Pozycja: 20
Kontener{masa=155, producent='CMA CMG', towar='Banany'} Poziom: 4 Kolumna: 58 Pozycja: 21
Kontener{masa=558, producent='Maersk', towar='Sok wiśniowy'} Poziom: 4 Kolumna: 58 Pozycja: 22
Kontener{masa=1740, producent='Evergreen', towar='Ropa'} Poziom: 4 Kolumna: 58 Pozycja: 23
Kontener{masa=2476, producent='Maersk', towar='Ropa'} Poziom: 4 Kolumna: 58 Pozycja: 24
Kontener{masa=293, producent='Matson', towar='Sok porzeczkowy'} Poziom: 4 Kolumna: 58 Pozycja: 25
Kontener{masa=485, producent='CMA CMG', towar='Telefon'} Poziom: 4 Kolumna: 58 Pozycja: 26
Kontener{masa=619, producent='COSCO', towar='Sok wiśniowy'} Poziom: 4 Kolumna: 58 Pozycja: 27
Kontener{masa=294, producent='CMA CMG', towar='Sok pomarańczowy'} Poziom: 4 Kolumna: 58 Pozycja: 28
Kontener{masa=745, producent='Swire', towar='Komputer'} Poziom: 4 Kolumna: 58 Pozycja: 29
Kontener{masa=18, producent='COSCO', towar='Sok jabłkowy'} Poziom: 4 Kolumna: 59 Pozycja: 0
Kontener{masa=772, producent='Swire', towar='Telefon'} Poziom: 4 Kolumna: 59 Pozycja: 1
Kontener{masa=539, producent='CMA CMG', towar='Telewizor'} Poziom: 4 Kolumna: 59 Pozycja: 2
Kontener{masa=438, producent='Swire', towar='Sok porzeczkowy'} Poziom: 4 Kolumna: 59 Pozycja: 3
Kontener{masa=47, producent='Evergreen', towar='Sok wiśniowy'} Poziom: 4 Kolumna: 59 Pozycja: 4
Kontener{masa=184, producent='Matson', towar='Komputer'} Poziom: 4 Kolumna: 59 Pozycja: 5
Kontener{masa=593, producent='Swire', towar='Sok wiśniowy'} Poziom: 4 Kolumna: 59 Pozycja: 6
Kontener{masa=55, producent='Maersk', towar='Komputer'} Poziom: 4 Kolumna: 59 Pozycja: 7
Kontener{masa=916, producent='Matson', towar='Sok jabłkowy'} Poziom: 4 Kolumna: 59 Pozycja: 8
Kontener{masa=501, producent='Swire', towar='Sok jabłkowy'} Poziom: 4 Kolumna: 59 Pozycja: 9
Kontener{masa=3784, producent='Swire', towar='Banany'} Poziom: 4 Kolumna: 59 Pozycja: 10
Kontener{masa=3782, producent='Swire', towar='Banany'} Poziom: 4 Kolumna: 59 Pozycja: 11
Kontener{masa=3780, producent='Maersk', towar='Banany'} Poziom: 4 Kolumna: 59 Pozycja: 12
Kontener{masa=3780, producent='COSCO', towar='Banany'} Poziom: 4 Kolumna: 59 Pozycja: 13
Kontener{masa=3779, producent='Matson', towar='Rozpuszczalnik'} Poziom: 4 Kolumna: 59 Pozycja: 14
Kontener{masa=3778, producent='COSCO', towar='Banany'} Poziom: 4 Kolumna: 59 Pozycja: 15
Kontener{masa=3777, producent='Maersk', towar='Farba'} Poziom: 4 Kolumna: 59 Pozycja: 16
Kontener{masa=3777, producent='Matson', towar='Banany'} Poziom: 4 Kolumna: 59 Pozycja: 17
Kontener{masa=3777, producent='Evergreen', towar='Kwas'} Poziom: 4 Kolumna: 59 Pozycja: 18
Kontener{masa=3775, producent='Swire', towar='Banany'} Poziom: 4 Kolumna: 59 Pozycja: 19
Kontener{masa=773, producent='CMA CMG', towar='Sok jabłkowy'} Poziom: 4 Kolumna: 59 Pozycja: 20
Kontener{masa=2831, producent='CMA CMG', towar='Ropa'} Poziom: 4 Kolumna: 59 Pozycja: 21
Kontener{masa=610, producent='CMA CMG', towar='Sok pomarańczowy'} Poziom: 4 Kolumna: 59 Pozycja: 22
Kontener{masa=701, producent='Maersk', towar='Sok wiśniowy'} Poziom: 4 Kolumna: 59 Pozycja: 23
Kontener{masa=287, producent='COSCO', towar='Sok jabłkowy'} Poziom: 4 Kolumna: 59 Pozycja: 24
Kontener{masa=211, producent='Maersk', towar='Sok wiśniowy'} Poziom: 4 Kolumna: 59 Pozycja: 25
Kontener{masa=464, producent='Swire', towar='Telefon'} Poziom: 4 Kolumna: 59 Pozycja: 26
Kontener{masa=789, producent='CMA CMG', towar='Telefon'} Poziom: 4 Kolumna: 59 Pozycja: 27
Kontener{masa=859, producent='Swire', towar='Sok wiśniowy'} Poziom: 4 Kolumna: 59 Pozycja: 28
Kontener{masa=1624, producent='Evergreen', towar='Farba'} Poziom: 4 Kolumna: 59 Pozycja: 29
Kontener{masa=3019, producent='Evergreen', towar='Kwas'} Poziom: 4 Kolumna: 60 Pozycja: 0
Kontener{masa=197, producent='COSCO', towar='Procesor'} Poziom: 4 Kolumna: 60 Pozycja: 1
Kontener{masa=2674, producent='Maersk', towar='Banany'} Poziom: 4 Kolumna: 60 Pozycja: 2
Kontener{masa=122, producent='Maersk', towar='Telefon'} Poziom: 4 Kolumna: 60 Pozycja: 3
Kontener{masa=478, producent='Swire', towar='Rozpuszczalnik'} Poziom: 4 Kolumna: 60 Pozycja: 4
Kontener{masa=529, producent='Swire', towar='Banany'} Poziom: 4 Kolumna: 60 Pozycja: 5
Kontener{masa=1684, producent='Matson', towar='Banany'} Poziom: 4 Kolumna: 60 Pozycja: 6
Kontener{masa=166, producent='CMA CMG', towar='Sok wiśniowy'} Poziom: 4 Kolumna: 60 Pozycja: 7
Kontener{masa=549, producent='Matson', towar='Telewizor'} Poziom: 4 Kolumna: 60 Pozycja: 8
Kontener{masa=127, producent='CMA CMG', towar='Sok wiśniowy'} Poziom: 4 Kolumna: 60 Pozycja: 9
Kontener{masa=3772, producent='COSCO', towar='Kwas'} Poziom: 4 Kolumna: 60 Pozycja: 10
Kontener{masa=3772, producent='COSCO', towar='Banany'} Poziom: 4 Kolumna: 60 Pozycja: 11
Kontener{masa=3771, producent='Swire', towar='Banany'} Poziom: 4 Kolumna: 60 Pozycja: 12
Kontener{masa=3770, producent='Evergreen', towar='Rozpuszczalnik'} Poziom: 4 Kolumna: 60 Pozycja: 13
Kontener{masa=3769, producent='Evergreen', towar='Rozpuszczalnik'} Poziom: 4 Kolumna: 60 Pozycja: 14
Kontener{masa=3769, producent='CMA CMG', towar='Banany'} Poziom: 4 Kolumna: 60 Pozycja: 15
Kontener{masa=3766, producent='Maersk', towar='Kwas'} Poziom: 4 Kolumna: 60 Pozycja: 16
Kontener{masa=3766, producent='COSCO', towar='Banany'} Poziom: 4 Kolumna: 60 Pozycja: 17
Kontener{masa=3763, producent='Maersk', towar='Ropa'} Poziom: 4 Kolumna: 60 Pozycja: 18
Kontener{masa=3761, producent='Evergreen', towar='Banany'} Poziom: 4 Kolumna: 60 Pozycja: 19
Kontener{masa=853, producent='Matson', towar='Sok jabłkowy'} Poziom: 4 Kolumna: 60 Pozycja: 20
Kontener{masa=1525, producent='CMA CMG', towar='Kwas'} Poziom: 4 Kolumna: 60 Pozycja: 21
Kontener{masa=108, producent='Maersk', towar='Komputer'} Poziom: 4 Kolumna: 60 Pozycja: 22
Kontener{masa=2786, producent='CMA CMG', towar='Rozpuszczalnik'} Poziom: 4 Kolumna: 60 Pozycja: 23
Kontener{masa=698, producent='COSCO', towar='Telewizor'} Poziom: 4 Kolumna: 60 Pozycja: 24
Kontener{masa=266, producent='COSCO', towar='Telefon'} Poziom: 4 Kolumna: 60 Pozycja: 25
Kontener{masa=398, producent='Maersk', towar='Farba'} Poziom: 4 Kolumna: 60 Pozycja: 26
Kontener{masa=141, producent='COSCO', towar='Sok jabłkowy'} Poziom: 4 Kolumna: 60 Pozycja: 27
Kontener{masa=986, producent='Matson', towar='Sok wiśniowy'} Poziom: 4 Kolumna: 60 Pozycja: 28
Kontener{masa=315, producent='CMA CMG', towar='Sok pomarańczowy'} Poziom: 4 Kolumna: 60 Pozycja: 29
Kontener{masa=463, producent='Maersk', towar='Procesor'} Poziom: 4 Kolumna: 61 Pozycja: 0
Kontener{masa=471, producent='Matson', towar='Komputer'} Poziom: 4 Kolumna: 61 Pozycja: 1
Kontener{masa=742, producent='COSCO', towar='Komputer'} Poziom: 4 Kolumna: 61 Pozycja: 2
Kontener{masa=242, producent='COSCO', towar='Procesor'} Poziom: 4 Kolumna: 61 Pozycja: 3
Kontener{masa=482, producent='Matson', towar='Sok pomarańczowy'} Poziom: 4 Kolumna: 61 Pozycja: 4
Kontener{masa=709, producent='Swire', towar='Telewizor'} Poziom: 4 Kolumna: 61 Pozycja: 5
Kontener{masa=90, producent='Maersk', towar='Sok porzeczkowy'} Poziom: 4 Kolumna: 61 Pozycja: 6
Kontener{masa=569, producent='Swire', towar='Telewizor'} Poziom: 4 Kolumna: 61 Pozycja: 7
Kontener{masa=2194, producent='CMA CMG', towar='Banany'} Poziom: 4 Kolumna: 61 Pozycja: 8
Kontener{masa=56, producent='Matson', towar='Sok pomarańczowy'} Poziom: 4 Kolumna: 61 Pozycja: 9
Kontener{masa=3760, producent='Maersk', towar='Ropa'} Poziom: 4 Kolumna: 61 Pozycja: 10
Kontener{masa=3754, producent='COSCO', towar='Banany'} Poziom: 4 Kolumna: 61 Pozycja: 11
Kontener{masa=3753, producent='Matson', towar='Banany'} Poziom: 4 Kolumna: 61 Pozycja: 12
Kontener{masa=3752, producent='CMA CMG', towar='Banany'} Poziom: 4 Kolumna: 61 Pozycja: 13
Kontener{masa=3750, producent='Evergreen', towar='Banany'} Poziom: 4 Kolumna: 61 Pozycja: 14
Kontener{masa=3750, producent='Evergreen', towar='Rozpuszczalnik'} Poziom: 4 Kolumna: 61 Pozycja: 15
Kontener{masa=3749, producent='Maersk', towar='Banany'} Poziom: 4 Kolumna: 61 Pozycja: 16
Kontener{masa=3749, producent='Evergreen', towar='Ropa'} Poziom: 4 Kolumna: 61 Pozycja: 17
Kontener{masa=3746, producent='Maersk', towar='Banany'} Poziom: 4 Kolumna: 61 Pozycja: 18
Kontener{masa=3745, producent='Maersk', towar='Banany'} Poziom: 4 Kolumna: 61 Pozycja: 19
Kontener{masa=1148, producent='Swire', towar='Banany'} Poziom: 4 Kolumna: 61 Pozycja: 20
Kontener{masa=762, producent='COSCO', towar='Procesor'} Poziom: 4 Kolumna: 61 Pozycja: 21
Kontener{masa=636, producent='Evergreen', towar='Telefon'} Poziom: 4 Kolumna: 61 Pozycja: 22
Kontener{masa=1781, producent='COSCO', towar='Farba'} Poziom: 4 Kolumna: 61 Pozycja: 23
Kontener{masa=1391, producent='COSCO', towar='Banany'} Poziom: 4 Kolumna: 61 Pozycja: 24
Kontener{masa=2240, producent='COSCO', towar='Banany'} Poziom: 4 Kolumna: 61 Pozycja: 25
Kontener{masa=842, producent='Matson', towar='Sok wiśniowy'} Poziom: 4 Kolumna: 61 Pozycja: 26
Kontener{masa=880, producent='Evergreen', towar='Sok pomarańczowy'} Poziom: 4 Kolumna: 61 Pozycja: 27
Kontener{masa=402, producent='Maersk', towar='Sok pomarańczowy'} Poziom: 4 Kolumna: 61 Pozycja: 28
Kontener{masa=682, producent='Swire', towar='Telewizor'} Poziom: 4 Kolumna: 61 Pozycja: 29
Kontener{masa=858, producent='Swire', towar='Sok jabłkowy'} Poziom: 4 Kolumna: 62 Pozycja: 0
Kontener{masa=349, producent='Maersk', towar='Sok porzeczkowy'} Poziom: 4 Kolumna: 62 Pozycja: 1
Kontener{masa=301, producent='COSCO', towar='Sok pomarańczowy'} Poziom: 4 Kolumna: 62 Pozycja: 2
Kontener{masa=577, producent='Maersk', towar='Sok jabłkowy'} Poziom: 4 Kolumna: 62 Pozycja: 3
Kontener{masa=2937, producent='Evergreen', towar='Rozpuszczalnik'} Poziom: 4 Kolumna: 62 Pozycja: 4
Kontener{masa=177, producent='Maersk', towar='Telewizor'} Poziom: 4 Kolumna: 62 Pozycja: 5
Kontener{masa=933, producent='Maersk', towar='Ropa'} Poziom: 4 Kolumna: 62 Pozycja: 6
Kontener{masa=126, producent='Maersk', towar='Sok jabłkowy'} Poziom: 4 Kolumna: 62 Pozycja: 7
Kontener{masa=680, producent='Matson', towar='Sok pomarańczowy'} Poziom: 4 Kolumna: 62 Pozycja: 8
Kontener{masa=1102, producent='Swire', towar='Banany'} Poziom: 4 Kolumna: 62 Pozycja: 9
Kontener{masa=3744, producent='Swire', towar='Banany'} Poziom: 4 Kolumna: 62 Pozycja: 10
Kontener{masa=3742, producent='Matson', towar='Kwas'} Poziom: 4 Kolumna: 62 Pozycja: 11
Kontener{masa=3741, producent='Evergreen', towar='Farba'} Poziom: 4 Kolumna: 62 Pozycja: 12
Kontener{masa=3741, producent='COSCO', towar='Kwas'} Poziom: 4 Kolumna: 62 Pozycja: 13
Kontener{masa=3741, producent='COSCO', towar='Banany'} Poziom: 4 Kolumna: 62 Pozycja: 14
Kontener{masa=3739, producent='CMA CMG', towar='Farba'} Poziom: 4 Kolumna: 62 Pozycja: 15
Kontener{masa=3739, producent='Evergreen', towar='Banany'} Poziom: 4 Kolumna: 62 Pozycja: 16
Kontener{masa=3738, producent='Swire', towar='Banany'} Poziom: 4 Kolumna: 62 Pozycja: 17
Kontener{masa=3736, producent='Swire', towar='Farba'} Poziom: 4 Kolumna: 62 Pozycja: 18
Kontener{masa=3734, producent='Evergreen', towar='Farba'} Poziom: 4 Kolumna: 62 Pozycja: 19
Kontener{masa=428, producent='Swire', towar='Komputer'} Poziom: 4 Kolumna: 62 Pozycja: 20
Kontener{masa=486, producent='Matson', towar='Sok jabłkowy'} Poziom: 4 Kolumna: 62 Pozycja: 21
Kontener{masa=355, producent='Swire', towar='Telewizor'} Poziom: 4 Kolumna: 62 Pozycja: 22
Kontener{masa=295, producent='Maersk', towar='Telefon'} Poziom: 4 Kolumna: 62 Pozycja: 23
Kontener{masa=308, producent='Swire', towar='Telewizor'} Poziom: 4 Kolumna: 62 Pozycja: 24
Kontener{masa=2743, producent='Matson', towar='Banany'} Poziom: 4 Kolumna: 62 Pozycja: 25
Kontener{masa=439, producent='Matson', towar='Sok wiśniowy'} Poziom: 4 Kolumna: 62 Pozycja: 26
Kontener{masa=654, producent='Matson', towar='Telefon'} Poziom: 4 Kolumna: 62 Pozycja: 27
Kontener{masa=681, producent='Matson', towar='Sok pomarańczowy'} Poziom: 4 Kolumna: 62 Pozycja: 28
Kontener{masa=258, producent='Matson', towar='Kwas'} Poziom: 4 Kolumna: 62 Pozycja: 29
Kontener{masa=655, producent='CMA CMG', towar='Sok wiśniowy'} Poziom: 4 Kolumna: 63 Pozycja: 0
Kontener{masa=2899, producent='Evergreen', towar='Banany'} Poziom: 4 Kolumna: 63 Pozycja: 1
Kontener{masa=317, producent='Evergreen', towar='Procesor'} Poziom: 4 Kolumna: 63 Pozycja: 2
Kontener{masa=2954, producent='Matson', towar='Banany'} Poziom: 4 Kolumna: 63 Pozycja: 3
Kontener{masa=2569, producent='COSCO', towar='Ropa'} Poziom: 4 Kolumna: 63 Pozycja: 4
Kontener{masa=788, producent='Evergreen', towar='Komputer'} Poziom: 4 Kolumna: 63 Pozycja: 5
Kontener{masa=775, producent='Matson', towar='Komputer'} Poziom: 4 Kolumna: 63 Pozycja: 6
Kontener{masa=775, producent='Matson', towar='Procesor'} Poziom: 4 Kolumna: 63 Pozycja: 7
Kontener{masa=557, producent='Matson', towar='Sok porzeczkowy'} Poziom: 4 Kolumna: 63 Pozycja: 8
Kontener{masa=58, producent='Evergreen', towar='Sok jabłkowy'} Poziom: 4 Kolumna: 63 Pozycja: 9
Kontener{masa=3731, producent='CMA CMG', towar='Banany'} Poziom: 4 Kolumna: 63 Pozycja: 10
Kontener{masa=3730, producent='Matson', towar='Ropa'} Poziom: 4 Kolumna: 63 Pozycja: 11
Kontener{masa=3729, producent='Maersk', towar='Kwas'} Poziom: 4 Kolumna: 63 Pozycja: 12
Kontener{masa=3726, producent='COSCO', towar='Ropa'} Poziom: 4 Kolumna: 63 Pozycja: 13
Kontener{masa=3725, producent='Swire', towar='Rozpuszczalnik'} Poziom: 4 Kolumna: 63 Pozycja: 14
Kontener{masa=3724, producent='Maersk', towar='Kwas'} Poziom: 4 Kolumna: 63 Pozycja: 15
Kontener{masa=3724, producent='Swire', towar='Rozpuszczalnik'} Poziom: 4 Kolumna: 63 Pozycja: 16
Kontener{masa=3724, producent='Maersk', towar='Kwas'} Poziom: 4 Kolumna: 63 Pozycja: 17
Kontener{masa=3721, producent='Matson', towar='Ropa'} Poziom: 4 Kolumna: 63 Pozycja: 18
Kontener{masa=3720, producent='Evergreen', towar='Banany'} Poziom: 4 Kolumna: 63 Pozycja: 19
Kontener{masa=141, producent='Evergreen', towar='Sok jabłkowy'} Poziom: 4 Kolumna: 63 Pozycja: 20
Kontener{masa=690, producent='CMA CMG', towar='Komputer'} Poziom: 4 Kolumna: 63 Pozycja: 21
Kontener{masa=886, producent='Matson', towar='Banany'} Poziom: 4 Kolumna: 63 Pozycja: 22
Kontener{masa=9, producent='Swire', towar='Sok porzeczkowy'} Poziom: 4 Kolumna: 63 Pozycja: 23
Kontener{masa=846, producent='CMA CMG', towar='Sok porzeczkowy'} Poziom: 4 Kolumna: 63 Pozycja: 24
Kontener{masa=189, producent='CMA CMG', towar='Sok porzeczkowy'} Poziom: 4 Kolumna: 63 Pozycja: 25
Kontener{masa=279, producent='Matson', towar='Procesor'} Poziom: 4 Kolumna: 63 Pozycja: 26
Kontener{masa=654, producent='COSCO', towar='Banany'} Poziom: 4 Kolumna: 63 Pozycja: 27
Kontener{masa=171, producent='CMA CMG', towar='Sok wiśniowy'} Poziom: 4 Kolumna: 63 Pozycja: 28
Kontener{masa=891, producent='CMA CMG', towar='Procesor'} Poziom: 4 Kolumna: 63 Pozycja: 29
Kontener{masa=105, producent='Evergreen', towar='Procesor'} Poziom: 4 Kolumna: 64 Pozycja: 0
Kontener{masa=349, producent='CMA CMG', towar='Procesor'} Poziom: 4 Kolumna: 64 Pozycja: 1
Kontener{masa=773, producent='Swire', towar='Telefon'} Poziom: 4 Kolumna: 64 Pozycja: 2
Kontener{masa=1146, producent='Maersk', towar='Farba'} Poziom: 4 Kolumna: 64 Pozycja: 3
Kontener{masa=244, producent='COSCO', towar='Sok jabłkowy'} Poziom: 4 Kolumna: 64 Pozycja: 4
Kontener{masa=801, producent='CMA CMG', towar='Banany'} Poziom: 4 Kolumna: 64 Pozycja: 5
Kontener{masa=88, producent='Evergreen', towar='Sok pomarańczowy'} Poziom: 4 Kolumna: 64 Pozycja: 6
Kontener{masa=978, producent='Swire', towar='Komputer'} Poziom: 4 Kolumna: 64 Pozycja: 7
Kontener{masa=267, producent='Evergreen', towar='Telefon'} Poziom: 4 Kolumna: 64 Pozycja: 8
Kontener{masa=646, producent='CMA CMG', towar='Sok porzeczkowy'} Poziom: 4 Kolumna: 64 Pozycja: 9
Kontener{masa=3719, producent='CMA CMG', towar='Banany'} Poziom: 4 Kolumna: 64 Pozycja: 10
Kontener{masa=3718, producent='Maersk', towar='Farba'} Poziom: 4 Kolumna: 64 Pozycja: 11
Kontener{masa=3716, producent='Swire', towar='Banany'} Poziom: 4 Kolumna: 64 Pozycja: 12
